Title,SubTitle,Rating,ItemPrice,TrendingPrice,ItemLink
"AOPEN 27HC2R 27"" Curved Gaming Monitor 1920x1080 16:9 4ms AMD FreeSync",Official Acer Recertified Store (Certified Refurbished) Refurbished,,$239.99,$371.99,https://www.ebay.com/itm/AOPEN-27HC2R-27-Curved-Gaming-Monitor-1920x1080-16-9-4ms-AMD-FreeSync/274365736453?epid=26041366821&_trkparms=ispr%3D1&hash=item3fe178e605:g:wLwAAOSwNp1evT62&amdata=enc%3AAQAFAAACcBaobrjLl8XobRIiIML1V4Imu%252Fn%252BzU5L90Z278x5ickkY3FSd4Ad8xn3oRtkVexxrPHpAa4We%252FBqXgaQj4DW8xRHN01dy3%252BDPxghZsRhzrm5ygIeS3%252FZuoO7DpYxe4JAnnl%252BuSF8MQHRcEREvsm%252BhFcaApVh3VUzzDJOwd0dbx6KMLhlAS%252FaG7xCab65opHLAyiWUPHr05Gt3pDhu1%252B%252BJ5BNGly3uxFC7DZ%252BRlX5FEgYXO1UVk3xrWVUqAL5MA6jhhVnhGD%252BF59Ms%252FUCfm7wSH%252FJN4cCVlOKWqFuUrzXWF%252FQzUHVAFYRdVFEE9JjOj9JDoiCHlJ1apy0LeYn3CDxEIK%252BkZmJl6jND3KJdnD7VyNFy1EaAc9HlGjawjzf4gBU4o3%252F2nhmt%252Bc%252FhFdtEvsLiiXTAxcjELuL4QF%252B4q7SAdRbJJ%252B3oOXLV2z2d0YnAajSQ15B0OOowNNk7r9u1QtH5qvBTP7WcvB0u%252FcNWfTIpFhBPm8iAvK%252B%252Bjp3n%252B6T7%252BA9zYffMOEFoDWR%252B6lMQdswcYeuNCYQLelejbqZkcSf3cfSIXi1RX%252Bi2Gbx%252Fn8qoPTnc5rsWMrIsGvYuncsmPRRrFJb21QjOW3EfKIywezM3wU%252FtAfNBKjmzmxq%252FOfUEIw07A%252BhO91%252BTmhJfqhkwe%252FnxwVZraix%252FjcK8teD%252BkeLo3Lgosy4iZH5fnZHz0fEt5zxYaFPkfPQudSkT9K3Eh3gUQbMmw3wXzsfADBAH6tQLuQLOH2YmfNMjhWNw6YqydAhLQjok%252BM2obE8yMwYXsZPlz1gTd8yuiledmOM34EiJA4ZAYCCbVdiRYrIDqL92N0WCA%253D%253D%7Ccksum%3A274365736453836e280cc4d54c4dbd6258d598d5fac9%7Campid%3APL_CLK%7Cclp%3A2334524
Legion Y44w-10 43.4 Inch WLED Ultra-wide Curved Panel HDR Gaming Monitor w/ Spkr, Refurbished,,$599.99,,https://www.ebay.com/itm/Legion-Y44w-10-43-4-Inch-WLED-Ultra-wide-Curved-Panel-HDR-Gaming-Monitor-w-Spkr/373461846366?epid=12035905496&_trkparms=ispr%3D1&hash=item56f40f895e:g:X7QAAOSwzQxgKyPL&amdata=enc%3AAQAFAAACcBaobrjLl8XobRIiIML1V4Imu%252Fn%252BzU5L90Z278x5ickk8ihYa55VeJusc0Ydu6jng7I38AVGgp7yb1MY1Jka1OFcjU7wP9nLqYy3hLpJPOc3wOPcNzraDs6g%252FWl2yzPQHbExtK7U4766jqonEuFRz14Q%252FSSvqogcVlNk7BraqssOtOYRwIM5FJN8q7F%252F0XYFKyb%252FwQkhCtCpCaWzVvmrNPpOVPA5EKxRp3NFN6oNQRZLMMTu2Tn7FIjPVAek3CHYiPijtI0HKv6mNkb%252FaySf0HWgGSlWgZLFDFVkwlhgav%252B8joRNbN%252FwOu4xsyDU3eFDtlxzk4aCRxL0GQzFL7nReVjSOjA0qPnyuqvEpMhQa80aLvjEazME0EJPo0u8MQIzsFHg29vWPYtJKycenAVwaYgnFnwWw7Kbe4eLFLUjDNuL07sJZDpsC%252BQhRPtDBP6plio9j%252F%252BkFm2rbyOspbn3obl8gfq3azvB7IzkwrLbpco35ZUAky5XPgEhRdy9l9mqVaF73BBOZBfJBIB49zLLTzIGdcdQe2pPIN7KKtW17ezoyP5emALAiMGAGJIdCPF7ON8llogcQlQZrEywgupwqJcgD5I6kv9AmyQNZPZ9M4Ms0JQs2%252BSlGnd%252FM4f0HGYy%252BOC0brB%252BMz82jxP0VL7ZoGelaGMS6EBBt3rEuA37BacZhhI3Vw05GfBGRiUjamNBaNEJnAChzG7sNI9jt%252FPlwga8Fja0jNhOqS4buUfxdej4at5jtmySJL6Wq9NvFH%252FoK9plQKJ75zY4%252BcNjP9iSR2z%252F75XxxHYJPWIxa%252Bq4iuW4nObw0dX61nMZ59JcrRGF5g%253D%253D%7Ccksum%3A373461846366836e280cc4d54c4dbd6258d598d5fac9%7Campid%3APL_CLK%7Cclp%3A2334524
"MSI Optix G27C4 Optix 27"" Curved Full HD LCD Gaming Monitor NEW", Open Box,5.0 out of 5 stars.,$210.00,,https://www.ebay.com/itm/MSI-Optix-G27C4-Optix-27-Curved-Full-HD-LCD-Gaming-Monitor-NEW/203277543316?epid=18035576183&hash=item2f54492794:g:OLoAAOSwL91gJ2Op
"Dell U3415WB 34"" ULTRASHARP curved Widescreen IPS LCD w/ stand 3440x1440", Pre-Owned,5.0 out of 5 stars.,$300.00,,https://www.ebay.com/itm/Dell-U3415WB-34-ULTRASHARP-curved-Widescreen-IPS-LCD-w-stand-3440x1440/324493307254?epid=1239291156&hash=item4b8d4eed76:g:5XkAAOSw2bpgMYlP
"Open Box VIOTEK GNV34DB 34"" Ultrawide Gaming Monitor Curved VA Panel 100Hz 1440p", Open Box,5.0 out of 5 stars.,$349.99,,https://www.ebay.com/itm/Open-Box-VIOTEK-GNV34DB-34-Ultrawide-Gaming-Monitor-Curved-VA-Panel-100Hz-1440p/223950867425?epid=14038157705&hash=item3424830be1:g:loIAAOSwrcZecuTD
"Samsung LC27F391FHNXZA-RB 27"" CF391 Curved LED Monitor - Screen Damage.", Pre-Owned,,$49.99,$249.99,https://www.ebay.com/itm/Samsung-LC27F391FHNXZA-RB-27-CF391-Curved-LED-Monitor-Screen-Damage/133663149689?hash=item1f1ef1ce79:g:0SQAAOSw~eRgHBrd
Samsung CF591 LC27F591FDNXZA Curved LED FreeSync Gaming Monitor Light Scratch, Pre-Owned,4.5 out of 5 stars.,$161.38,$169.87,https://www.ebay.com/itm/Samsung-CF591-LC27F591FDNXZA-Curved-LED-FreeSync-Gaming-Monitor-Light-Scratch/184611894009?epid=245412570&hash=item2afbb9f2f9:g:NOUAAOSwc7Ve2BgP
MSI Optix G241VC 23.6  FHD FreeSync 1ms 75Hz 1800R Curved Gaming Monitor - 1920, Brand New,5.0 out of 5 stars.,$163.33,,https://www.ebay.com/itm/MSI-Optix-G241VC-23-6-FHD-FreeSync-1ms-75Hz-1800R-Curved-Gaming-Monitor-1920/303861238725?epid=20033965960&hash=item46bf8a8bc5:g:DFMAAOSwY8BgD7Dr
Samsung LC27F391FHNXZA 27 inch Curved Widescreen LED Monitor, Brand New,4.5 out of 5 stars.,$249.00,,https://www.ebay.com/itm/Samsung-LC27F391FHNXZA-27-inch-Curved-Widescreen-LED-Monitor/274674370812?epid=809538387&hash=item3ff3de48fc:g:p-QAAOSwuPJfYDGB
"MSI Optix G27C4 Optix 27"" Curved Full HD LCD Gaming Monitor", Open Box,,$135.00$180.00,,https://www.ebay.com/itm/MSI-Optix-G27C4-Optix-27-Curved-Full-HD-LCD-Gaming-Monitor/133670917961?hash=item1f1f685749:g:HWkAAOSw33Feidrj
"Dell Alienware 34"" Curved Gaming Monitor - AW3420DW - Refurbished", Refurbished,5.0 out of 5 stars.,$525.00,,https://www.ebay.com/itm/Dell-Alienware-34-Curved-Gaming-Monitor-AW3420DW-Refurbished/265061180211?epid=12035367621&hash=item3db6e0a333:g:m-AAAOSwBTpgMUDx
LG 34UC88 34 inch 21:9 UltraWide QHD IPS Curved LED Monitor - Matt Black, Pre-Owned,5.0 out of 5 stars.,$250.00$340.00,,https://www.ebay.com/itm/LG-34UC88-34-inch-21-9-UltraWide-QHD-IPS-Curved-LED-Monitor-Matt-Black/193906002930?epid=7032170219&hash=item2d25b2cbf2:g:r7AAAOSwFk1gMWUW
"Samsung 24"" Curved FHD Monitor LC24F390FHNXZA C24F390 *NO STAND * VERTICAL LINE", Pre-Owned,4.5 out of 5 stars.,$66.74,$75.84,https://www.ebay.com/itm/Samsung-24-Curved-FHD-Monitor-LC24F390FHNXZA-C24F390-NO-STAND-VERTICAL-LINE/184452168312?epid=28026727205&hash=item2af234ba78:g:5-QAAOSwp2xen4ic
Dell U3419W 34 inch Ultra Sharp 21:9 Curved LED IPS Monitor, Pre-Owned,5.0 out of 5 stars.,$500.00,,https://www.ebay.com/itm/Dell-U3419W-34-inch-Ultra-Sharp-21-9-Curved-LED-IPS-Monitor/393130633851?epid=9031281405&hash=item5b88696a7b:g:tvAAAOSwRHxgJr6k
"Samsung 24"" 16:9 Widescreen LED Curved FHD FreeSync Gaming Monitor - Black", Open Box,,$126.29,,https://www.ebay.com/itm/Samsung-24-16-9-Widescreen-LED-Curved-FHD-FreeSync-Gaming-Monitor-Black/353394826942?hash=item5247f91ebe:g:eWcAAOSwwlVgMiIm
"Samsung s27d590cs 1920x1080 27"" 3000:1 LED LCD Curved Monitor", Pre-Owned,,$23.50,,https://www.ebay.com/itm/Samsung-s27d590cs-1920x1080-27-3000-1-LED-LCD-Curved-Monitor/353390568702?hash=item5247b824fe:g:HPYAAOSwIwRgLONy
"LG UltraGear 38GL950G-B 38"" 21:9 Curved WQHD+ Nano IPS 1ms 144Hz Gaming Monitor", Open Box,,"$1,350.00",,https://www.ebay.com/itm/LG-UltraGear-38GL950G-B-38-21-9-Curved-WQHD-Nano-IPS-1ms-144Hz-Gaming-Monitor/124579968443?epid=19036455411&hash=item1d018b75bb:g:T-oAAOSwlYtgIvMm
"Dell Alienware AW3418DW 34"" 21:9 Curved IPS LCD Gaming Monitor *Scratches*", Pre-Owned,5.0 out of 5 stars.,$539.89,,https://www.ebay.com/itm/Dell-Alienware-AW3418DW-34-21-9-Curved-IPS-LCD-Gaming-Monitor-Scratches/184672185925?epid=242723644&hash=item2aff51ee45:g:Q7cAAOSwEm1gMCy3
Dell U3818DW UltraSharp 38 Curved Monitor, Brand New,5.0 out of 5 stars.,$710.00,,https://www.ebay.com/itm/Dell-U3818DW-UltraSharp-38-Curved-Monitor/184673711266?epid=10030521977&hash=item2aff6934a2:g:AFIAAOSw7AxgMZ3l
"MSI Optix MAG240CR 24"" FHD 1920x1080 1ms 144Hz AMDFreeSync Curved Gaming Monitor", Refurbished,5.0 out of 5 stars.,$189.98,,https://www.ebay.com/itm/MSI-Optix-MAG240CR-24-FHD-1920x1080-1ms-144Hz-AMDFreeSync-Curved-Gaming-Monitor/224354552317?epid=4039017759&hash=item343c92c9fd:g:n2EAAOSw8-VgLAZ5
LG 34GL750-B 34 inch 21: 9 Ultragear Curved Wfhd (2560 X 1080) IPS 144Hz G-SYNC, Brand New,5.0 out of 5 stars.,$440.00,,https://www.ebay.com/itm/LG-34GL750-B-34-inch-21-9-Ultragear-Curved-Wfhd-2560-X-1080-IPS-144Hz-G-SYNC/124573010305?epid=27037381678&_trkparms=ispr%3D1&hash=item1d01214981:g:iHwAAOSwjxRgJ2AS&amdata=enc%3AAQAFAAACcBaobrjLl8XobRIiIML1V4Imu%252Fn%252BzU5L90Z278x5ickkp2NA0WuhQytmt4dbStg00CaLipt4ECbcK2S8umnjish59mxFrqCWneLVVxxravjnwYtJqai85SWOPOTVs42in1KhXqRpccmYmb%252BdlCBJxmeOv4cKt4ea3MpkbZ3dbLOhsE9C5ZVeXfrfkh6dxDUdusxxmxlrx%252BT3qd4LnfuITmO9CqZ8hObzE8s0tLpcPGzuyW2qVU6kdYms6Y7qj8%252FHnmpN0b8Ams2m9%252BZ4brabjDZQpBOGVtQbpCEY1MvVOTVcdohjXAKpmVRZ5FFg1Vc0Jc3mEMxlU792vZ%252FecekLQxzx1UYOGMhlxKqmCiKobkyC41lfVVg4eNzeK5O%252BTHr2eTakSOm4pl32NRDAO%252BJrv5OEEp4pjG63goPIlGXjAAeaJRaQ8IhfT%252FpqToUqpkV66QYcl24%252Bg5z1xeVZTcB6IHweWSlR2EDXvkAsZsWg09wGq8rD6bTcZxvi%252B9zO3TXmTVdz3sSXl%252FjG92V1TRGUOxIhjbpKc8VBzltercgM0QCvdO8gHSEB0W8XHp4PGShPfn6gPtW%252BPXxOEvh8gY7CuSNYA%252FSeQLTpVkU3v%252FSh2sEMNOEPc7aHxI1f0HBG90%252BNje2JlTdcyrr1GEJChS0ERuKoPP%252BLwRzaHZusWvOHwi36vvhM7FA%252F0q4nWYTTbNKeSEuolXyz5eM%252FbWKXW30NcxHQSG9nBh5gQ9u4vmR2dQ%252F6oTaHAHb0NOzUr%252BoOdlO4y1KZP0gOYtXB8lKX3%252FvzGqLDvQBc4MM5ZVY%252BihPKsrnNaoX9OMCicEBZevTax%252BvNbA%253D%253D%7Ccksum%3A124573010305836e280cc4d54c4dbd6258d598d5fac9%7Campid%3APL_CLK%7Cclp%3A2334524
SAMSUNG 32-Inch G5 Odyssey Curved Gaming Monitor 1000R PC1052965, Pre-Owned,5.0 out of 5 stars.,$315.00,$350.00,https://www.ebay.com/itm/SAMSUNG-32-Inch-G5-Odyssey-Curved-Gaming-Monitor-1000R-PC1052965/154329276768?epid=12041982995&_trkparms=ispr%3D1&hash=item23eebde160:g:RTsAAOSwIwlgJucB&amdata=enc%3AAQAFAAACcBaobrjLl8XobRIiIML1V4Imu%252Fn%252BzU5L90Z278x5ickkxGz2ccqatkEnoeekHqhLkfF2x8n3WWtjFujecyMJ1g5UAH7ujzOwM3I3bKuzVqUbynu7W8LM55e3mDCnxOQQuEArXNA0pkmnYHf7E6NMMYtHT2qGjQhwzjRqX51gjqwP2ny%252FviVZwkeUZB8tmS63fNBj%252Fo%252BrJN34GRZ8B%252BPhQtEw8N1mW2YzCMH8SjNL99b6S43rEyJqgCyJ9Pt89i9TQnSbJe2Uc3gKC%252BrOD8UugyZSFos%252Bz8hiOR73io%252FXkChY%252BYy%252BsKoZXGZm5ujxjz9HoMSyhwyDqHdKYvSr%252B4rYvHXQs6ZGkVo%252BaDX6VS8G7SjEkv1bZp6WPoj3CpQUiPkeU4b1G9znEuJgUN4IXBND7GZBnbvcWLvOpfPsPEHuPti8kfTUNexzcdI59fC8uDb%252BI3%252Fln0WPmNY7RmW55ZbvrkPCgoulp%252FgxhZ1RRrE%252BGJIU4aKzsWJpWII1uV2cKkQc6%252FJWGJ6B3B5lVKgMtksOPVc7QncwU9j7ljtLMdD8qXQsl1W9ZWiU04eHwY3DeDO4UU9y0hN8xEsnM7DSDA7GN2uTpPHvWMJphxQbJHgn7vAx%252FZsxfw4HwkcsPAxoQzaiMGMNe6sxYl5Hnzn7HD12HrAq2YtSHUIER9QcTXtCfQHs9Cebbun3%252BW359utvQ3uWN2xQUGsqBJvXdeBdYI%252Fu3zGz5CoRVFCW%252Fd2p2%252B5KMkOA6vbmiTa7UENysZRSINC7gorMWRxLqGl3k%252Fm1qCUpCxxutoOpW82F7oZuccx4HxraGvpiwPYqHpWdIJ1lX5dy4w%253D%253D%7Ccksum%3A154329276768836e280cc4d54c4dbd6258d598d5fac9%7Campid%3APL_CLK%7Cclp%3A2334524
"Samsung 390 Series C24F390 24"" 16:9 Curved FreeSync LCD Monitor - LC24F390FHNXZA", Brand New,4.5 out of 5 stars.,$139.99,,https://www.ebay.com/itm/Samsung-390-Series-C24F390-24-16-9-Curved-FreeSync-LCD-Monitor-LC24F390FHNXZA/284091418816?epid=28026727205&hash=item42252b08c0:g:OU4AAOSw6zRgAh7e
"GIGABYTE G27QC 27"" 165Hz 1440P Curved Gaming Monitor FreeSync Premium Black", Open Box,5.0 out of 5 stars.,$279.99,,https://www.ebay.com/itm/GIGABYTE-G27QC-27-165Hz-1440P-Curved-Gaming-Monitor-FreeSync-Premium-Black/224350318466?epid=10040241728&hash=item343c522f82:g:LS0AAOSwtmVgJyh2
"AOC C32G2 32"" Curved Frameless Gaming Monitor FHD, 1500R Curved VA, 1ms, 165Hz", Brand New,,$310.00,,https://www.ebay.com/itm/AOC-C32G2-32-Curved-Frameless-Gaming-Monitor-FHD-1500R-Curved-VA-1ms-165Hz/114689088295?epid=15044300866&hash=item1ab4009b27:g:r0YAAOSwkG1gLJbq
"Acer Nitro 24"" 1920×1080 Curved Widescreen LED Monitor HDMI - XZ242Q - Warranty", Open Box,5.0 out of 5 stars.,$142.45,$149.95,https://www.ebay.com/itm/Acer-Nitro-24-1920-1080-Curved-Widescreen-LED-Monitor-HDMI-XZ242Q-Warranty/224356761621?epid=22043040041&hash=item343cb48015:g:IacAAOSwGm1gLqpo
Samsung CF390 Series 24 inch Curved LED Monitor, Open Box,4.5 out of 5 stars.,$120.00,,https://www.ebay.com/itm/Samsung-CF390-Series-24-inch-Curved-LED-Monitor/383963683766?epid=28026727205&hash=item596604dbb6:g:nncAAOSwJgRfGAPS
"RockSoul 27"" HD Curved Gaming Monitor (RSGM-27F1A)", Open Box,,$179.97,,https://www.ebay.com/itm/RockSoul-27-HD-Curved-Gaming-Monitor-RSGM-27F1A/324474343941?hash=item4b8c2d9205:g:EH8AAOSwMTdgKro0
"Acer ED273 wmidx 27"" Full HD Curved Monitor with Freesync (2-Pack)","Acer, Brand New, USA Warranty Brand New",5.0 out of 5 stars.,$375.00,$498.00,https://www.ebay.com/itm/Acer-ED273-wmidx-27-Full-HD-Curved-Monitor-with-Freesync-2-Pack/324411881343?epid=9023264080&hash=item4b8874777f:g:YToAAOSwpE5f0dzs
"Dell 32"" LED QHD Curved Monitor HDR (S3220DGF) Damaged Case", Pre-Owned,,$205.99,,https://www.ebay.com/itm/Dell-32-LED-QHD-Curved-Monitor-HDR-S3220DGF-Damaged-Case/233882141251?hash=item3674764243:g:JF0AAOSwRg5gGcp7
samsung 1080p curved gaming monitor CF396, Pre-Owned,,$175.00,,https://www.ebay.com/itm/samsung-1080p-curved-gaming-monitor-CF396/274688830307?hash=item3ff4baeb63:g:hicAAOSwATZgL0uB
Samsung LC24F392 24 inch 1080p Curved LED Monitor, Pre-Owned,5.0 out of 5 stars.,$90.00,,https://www.ebay.com/itm/Samsung-LC24F392-24-inch-1080p-Curved-LED-Monitor/353377135969?epid=24032319110&hash=item5246eb2d61:g:Dq8AAOSwbwZe8ZFo
"Samsung CRG5 27"" 16:9 Curved Gaming Monitor - Dark Blue Gray", Open Box,,$300.00,,https://www.ebay.com/itm/Samsung-CRG5-27-16-9-Curved-Gaming-Monitor-Dark-Blue-Gray/265056286422?hash=item3db695f6d6:g:UXwAAOSw3nNeTlF2
"Samsung LC24F390FHNXZA-RB 24"" CF390 Curved LED Monitor - Certified Refurbished", Pre-Owned,5.0 out of 5 stars.,$169.99,$249.99,https://www.ebay.com/itm/Samsung-LC24F390FHNXZA-RB-24-CF390-Curved-LED-Monitor-Certified-Refurbished/133457822807?epid=22032298220&hash=item1f12b4c457:g:7i8AAOSwippgB1LE
"LG 38WN95C 38"" Curved Monitor 21:9 UltraWide QHD+ (3840 x 1600) ", Open Box,,"$1,000.00",,https://www.ebay.com/itm/LG-38WN95C-38-Curved-Monitor-21-9-UltraWide-QHD-3840-x-1600/154339258547?hash=item23ef5630b3:g:6eoAAOSwnXJgMcBO
"Samsung 24"" Full HD  FreeSync Curved LED Monitor | VGA + HDMI Inputs",Brand New. Retail Packaging. Brand New,4.5 out of 5 stars.,$169.00,,https://www.ebay.com/itm/Samsung-24-Full-HD-FreeSync-Curved-LED-Monitor-VGA-HDMI-Inputs/164535063779?epid=28026727205&hash=item264f0dd4e3:g:pusAAOSwc1FfvX2g
"AOC CQ27G2 27"" Super Curved Frameless Gaming Monitor QHD - BRAND NEW", Brand New,,$329.99,,https://www.ebay.com/itm/AOC-CQ27G2-27-Super-Curved-Frameless-Gaming-Monitor-QHD-BRAND-NEW/274685141338?epid=21040292695&hash=item3ff482a15a:g:wfIAAOSwELBgKvaE
"Samsung LC24F390FHLXZP 23.5"" FHD Curved FreeSync Monitor - Black PC1052652",USED SEE PICS AND DESCRIPTION Pre-Owned,,$121.50,$135.00,https://www.ebay.com/itm/Samsung-LC24F390FHLXZP-23-5-FHD-Curved-FreeSync-Monitor-Black-PC1052652/143933017792?epid=7026619884&_trkparms=ispr%3D1&hash=item2183138ec0:g:aLEAAOSwN3BgFJE~&amdata=enc%3AAQAFAAACcBaobrjLl8XobRIiIML1V4Imu%252Fn%252BzU5L90Z278x5ickk7d4nremBkvNKtcC0ZwqXDGaC6x5IkOL7swisJOcxF3%252FGNY3UBTzWSpxbpVrPHf5%252FlFp4viVBHqEin%252BLjR%252BaKzXrggzfBCJJ4vfc80i2lVdCsd8ZLmfJhqMa9vUO07zQO6FFGHwF742uVw6HI2VJzbgobMvQg0lz1VOdWu130OzOFdfjXZ7IcI4Vm8Fq7r5IaWiIyYmyExT48hfHpVd5pSt2nbhW6nVM9fdwJupNLYm4qrkO87JZ2dNz49kK4lKV2iJgl8DzTLxyGylZQd9KOozrMlwu7QeOpmJH0%252BJuQmbWY%252Ff5PGP86cwraTW12C%252FAunQ1kLVHeCrcH%252FNvu7rGuM32OhXjthKGReWzgeWVBM1Z5DIpgxX1hg7T76sv0V8OaemZx2QLPRK7MDdMCIlCrTzlYdkWTme101UOTIoMFeNEIKvstWdWaEsm%252FIXm2tDiotMG4%252FrMlR2OcPdemsWXPeXfxFylC56Do37dGuux0jm6BAMHgQ3pRJ7l60MWHvwAY%252FSEsssS9g%252BmGTWYsODXfhWLC2r3vrzHg4qZ%252Bt6mfehS4U3Kb2AhNPlH1rYepSkY%252F2nUOwbB5DLJxn%252FBjF7uhKWN1Dr60BCpgUBYyZ1gQb35xOD%252BlFnsagtRWn28qNQA4iG9h8grT2fQrnEDKQ273M1EpLrD0Gbpa8PUa0teD%252F6xTRBoHvTaI0DdHIDH4104LTHg64u%252BHUfykIvGomZRBPAiudq4iVNaUB79sMQ%252F1mxE4HsB6w2X0reR8F41EKvLTxcI01sifd3ALK2MOcg2CsA%253D%253D%7Ccksum%3A143933017792836e280cc4d54c4dbd6258d598d5fac9%7Campid%3APL_CLK%7Cclp%3A2334524
"RAEANTECH CF2476K Curved Monitor 24"" 16:9 1920x1080 CF2476K ", Brand New,,$197.98,,https://www.ebay.com/itm/RAEANTECH-CF2476K-Curved-Monitor-24-16-9-1920x1080-CF2476K/223705185237?_trkparms=ispr%3D1&hash=item3415de3bd5:g:WKIAAOSwmENdpCVE&amdata=enc%3AAQAFAAACcBaobrjLl8XobRIiIML1V4Imu%252Fn%252BzU5L90Z278x5ickkgCVySCgrNFPU8Iu85TabMEBNKNsXk8mPmbR0dBueEYnklk8qcvvSq4vNWinnm3VE0BisonIQM1i2zOfySXBfCoR6%252FTu0zC8UWVH4KrRxTBakTsI8fbgEGK6klIhYdc5xY%252Bp0N2nyygIN%252Bxr2ZkDMOpIkfi0kqvuqb9Psn2yedTjAhjlsRT7keo5NKgNgsxGlbx6G3QYvTYsoP7m57PXhXwsbWelzDM65RQLbXGT%252BuPgu8JFxY4jNrS2VcB0GfLK%252F%252FwpJQVDeZilJIH19n9CUfYNisgT%252F4L8E7Ut8IW4Z0AVTmNyY95xz6rDzneukLWwpF%252Bf8bDaXkfN7Y5OFqJJ6SiUpYdQ%252FDncP7vX8k6smDx3TTEM4G5tN04wRLtgttKziOxd%252BVFW7dNrbYJK1S7CbrY1jJdP1bHgYYFnbWh2%252BKxOhKCy25YUrUrb98MOFGeFyGKepx6%252BktkzjYLxv7I10V2eQn%252BEpsjYak16g21gUqHKmA91MKJ9jGrK5RtVHi8cAkiDwB0zTYBNXNctnMNGplOwhU9lJJigePCr9sAONh8qrE7CuMpm%252BELi1L1sd9V2VoNrKVmKmUwRUYWtmn0WfJrtqfeBj1F9nC%252BlIiqgNrRRgTgqPQ0GLCDpy83WGgjls08uKyRRgqo0cR44mSg72dDi%252FmdXolv4A8Stn2ptwqYMlEqBwajyNngUP4OFW4DJR5H0B2uT5f1FF35w8cQne6C5ApBfPMqxPhKDk2VubRKQBewBKlI3Xyee5vFJklMRtO6Qicmlx0qYjJht50UGL7w%253D%253D%7Ccksum%3A223705185237836e280cc4d54c4dbd6258d598d5fac9%7Campid%3APL_CLK%7Cclp%3A2334524
"Samsung 32"" Curved 1920x1080 HDMI 60hz 4ms FHD LCD Monitor (Speakers Included)", Brand New,,$299.99,,https://www.ebay.com/itm/Samsung-32-Curved-1920x1080-HDMI-60hz-4ms-FHD-LCD-Monitor-Speakers-Included/313425590494?hash=item48f99ef8de:g:tMIAAOSwrJJgMCDK
Samsung Odyssey CHG90 Curved Gaming Monitor144 Hz - New Open Box, Brand New,4.5 out of 5 stars.,$951.99,,https://www.ebay.com/itm/Samsung-Odyssey-CHG90-Curved-Gaming-Monitor144-Hz-New-Open-Box/265058767698?epid=238258751&hash=item3db6bbd352:g:8eYAAOSw1EFgLqm-
"MSI Optix G241VC 24"" FHD 1920x1080 75Hz FreeSync 1800R Curved Gaming Monitor", Brand New,5.0 out of 5 stars.,,$159.99,https://www.ebay.com/itm/MSI-Optix-G241VC-24-FHD-1920x1080-75Hz-FreeSync-1800R-Curved-Gaming-Monitor/203281878914?epid=20033965960&hash=item2f548b4f82:g:WEYAAOSwL0pgL66d
"Samsung Odyssey C24RG50 24"" 1920 x 1080 Curved Full HD Monitor CRG50", Open Box,5.0 out of 5 stars.,$150.00,,https://www.ebay.com/itm/Samsung-Odyssey-C24RG50-24-1920-x-1080-Curved-Full-HD-Monitor-CRG50/383921196798?epid=22032298220&hash=item59637c8efe:g:T~kAAOSwEz1gEMs9
Samsung 32in 1080p Curved Monitor White with cheap speakers, Pre-Owned,5.0 out of 5 stars.,$175.00,,https://www.ebay.com/itm/Samsung-32in-1080p-Curved-Monitor-White-with-cheap-speakers/265006691778?epid=10030522447&hash=item3db3a135c2:g:~JQAAOSwJblf-L9X
"Samsung LU32R590CWNXZA Samsung UR59C 32"" 16:9 4K Curved LCD Monitor", Pre-Owned,3.5 out of 5 stars.,$319.99,,https://www.ebay.com/itm/Samsung-LU32R590CWNXZA-Samsung-UR59C-32-16-9-4K-Curved-LCD-Monitor/402700725640?epid=8033849704&hash=item5dc2d56d88:g:xZgAAOSwOsZgMBqb
"Dell - S2721HGF 27"" Gaming - LED Curved FHD FreeSync and G-SYNC Compatible- New", Brand New,,$229.99,,https://www.ebay.com/itm/Dell-S2721HGF-27-Gaming-LED-Curved-FHD-FreeSync-and-G-SYNC-Compatible-New/193904299703?hash=item2d2598ceb7:g:ZRoAAOSwp4ZgMHXF
"Samsung 27"" CFG73 Curved 144 Hz 1ms HD Gaming Monitor **Cracked Screen**", Refurbished,,$25.99,,https://www.ebay.com/itm/Samsung-27-CFG73-Curved-144-Hz-1ms-HD-Gaming-Monitor-Cracked-Screen/184668919908?hash=item2aff201864:g:JlAAAOSwCl5gLWTb
Viotek NB24C 24 inch LED Curved Monitor with Speakers, Pre-Owned,4.0 out of 5 stars.,$130.00,,https://www.ebay.com/itm/Viotek-NB24C-24-inch-LED-Curved-Monitor-with-Speakers/224338889851?epid=14031747905&hash=item343ba3cc7b:g:~QYAAOSwcOBgG0a5
"LG 34WN80C-B 34"" 21:9 Curved UltraWide WQHD IPS Monitor W/USB Type-C NEW SEALED", Brand New,5.0 out of 5 stars.,$519.99,,https://www.ebay.com/itm/LG-34WN80C-B-34-21-9-Curved-UltraWide-WQHD-IPS-Monitor-W-USB-Type-C-NEW-SEALED/224358424111?epid=11036085402&hash=item343ccdde2f:g:Sr0AAOSwu51gME1f
