Title,SubTitle,Rating,ItemPrice,TrendingPrice,ItemLink
Monoprice 27In Zero-G Curved Monitor. 1500R FHD. Freesync VA, Pre-Owned,,$150.00,,https://www.ebay.com/itm/Monoprice-27In-Zero-G-Curved-Monitor-1500R-FHD-Freesync-VA/313426615684?hash=item48f9ae9d84:g:tbcAAOSwcM5gMVGp
"NEW Acer 32"" Curved AMD FREESYNC 1ms 165 Hz FHD 1920x1080 Gaming Monitor HDMI DP", Brand New,4.5 out of 5 stars.,$249.99,,https://www.ebay.com/itm/NEW-Acer-32-Curved-AMD-FREESYNC-1ms-165-Hz-FHD-1920x1080-Gaming-Monitor-HDMI-DP/154325842348?epid=10042311941&hash=item23ee8979ac:g:j1AAAOSwDVhgC8j9
Dell UltraSharp 34 Curved Ultrawide Monitor U3415W 1440p (3440x1440 resolution), Pre-Owned,,$225.00,,https://www.ebay.com/itm/Dell-UltraSharp-34-Curved-Ultrawide-Monitor-U3415W-1440p-3440x1440-resolution/174641110938?hash=item28a96bdf9a:g:FwUAAOSwlKlgLHRz
"Samsung T55 Series C27T550FDN 27"" 75Hz 1000R Curved Monitor LC27T550FDNXZA", Pre-Owned,,$149.00,,https://www.ebay.com/itm/Samsung-T55-Series-C27T550FDN-27-75Hz-1000R-Curved-Monitor-LC27T550FDNXZA/353390229518?hash=item5247b2f80e:g:N8sAAOSw7fJgLEhm
"NEW Acer 32"" Curved AMD FREESYNC 1ms 165 Hz FHD 1920x1080 Gaming Monitor HDMI DP", Brand New,4.5 out of 5 stars.,$239.99,,https://www.ebay.com/itm/NEW-Acer-32-Curved-AMD-FREESYNC-1ms-165-Hz-FHD-1920x1080-Gaming-Monitor-HDMI-DP/402703050449?epid=10042311941&hash=item5dc2f8e6d1:g:BXgAAOSwcGtgMWNb
"Viotek GN24CB 24"" Curved Gaming Monitor", Open Box,,$49.99,,https://www.ebay.com/itm/Viotek-GN24CB-24-Curved-Gaming-Monitor/363300510661?hash=item549665dbc5:g:8CoAAOSwqAFgMnrL
Viotek GN27D 27” 144Hz Gaming Curved Monitor 1440p FPS/RTS VA Panel HD, Pre-Owned,4.5 out of 5 stars.,$99.00$199.00,,https://www.ebay.com/itm/Viotek-GN27D-27-144Hz-Gaming-Curved-Monitor-1440p-FPS-RTS-VA-Panel-HD/265061527582?epid=9031280773&hash=item3db6e5f01e:g:QBkAAOSwWe5eTlMW
"Dell S2721HGF 27"" LED Curved FHD FreeSync G-SYNC Gaming Monitor - Black", Open Box,,$88.00,,https://www.ebay.com/itm/Dell-S2721HGF-27-LED-Curved-FHD-FreeSync-G-SYNC-Gaming-Monitor-Black/402695955903?epid=8042696213&hash=item5dc28ca5bf:g:yAAAAOSw8ZJgLHYY
Samsung - CRG5 series 24” LED Curved FHD FreeSync Monitor LC24RG50FQNXZA, Pre-Owned,5.0 out of 5 stars.,$104.99,,https://www.ebay.com/itm/Samsung-CRG5-series-24-LED-Curved-FHD-FreeSync-Monitor-LC24RG50FQNXZA/324488681863?epid=22032298220&hash=item4b8d085987:g:lh0AAOSwZehgEG5L
"ACER ED273 ABIDPX 27"" CURVED GAMING MONITOR 1080P 144Hz W/ FREE-SYNC BRAND NEW", Brand New,,$214.99,,https://www.ebay.com/itm/ACER-ED273-ABIDPX-27-CURVED-GAMING-MONITOR-1080P-144Hz-W-FREE-SYNC-BRAND-NEW/114695940404?hash=item1ab4692934:g:kNYAAOSwv1hfbANU
Samsung 32in. Class Curved LED Monitor - White, Open Box,5.0 out of 5 stars.,$102.50,,https://www.ebay.com/itm/Samsung-32in-Class-Curved-LED-Monitor-White/353393091773?epid=10030522447&hash=item5247dea4bd:g:AHkAAOSw2qBgHr6Q
"Dell 32"" LED Curved Gaming Monitor HDMI (S3220DGF)", Pre-Owned,5.0 out of 5 stars.,$323.59,,https://www.ebay.com/itm/Dell-32-LED-Curved-Gaming-Monitor-HDMI-S3220DGF/353167131633?epid=26035358091&hash=item523a66c3f1:g:ifoAAOSwGKJf2Sci
"[PRICED TO SELL] LG 38UC99-W UltraWide Curved WQHD+ IPS Monitor 38"" 3840 x 1600", Open Box,5.0 out of 5 stars.,$600.00$900.00,,https://www.ebay.com/itm/PRICED-TO-SELL-LG-38UC99-W-UltraWide-Curved-WQHD-IPS-Monitor-38-3840-x-1600/254867903798?epid=23030652675&hash=item3b574f9536:g:rekAAOSw97RgKW-U
"Samsung CF391 32"" Curved Monitor (LC32F391FWNXZA) White", Pre-Owned,5.0 out of 5 stars.,$279.99,,https://www.ebay.com/itm/Samsung-CF391-32-Curved-Monitor-LC32F391FWNXZA-White/164711967522?epid=730056658&hash=item2659992b22:g:Ss8AAOSwuB1gL4aH
"NEW Acer 32"" Curved FHD 1920x1080 HDMI DP 165Hz 1ms Freesync LED Gaming Monitor", Brand New,4.5 out of 5 stars.,$256.60,,https://www.ebay.com/itm/NEW-Acer-32-Curved-FHD-1920x1080-HDMI-DP-165Hz-1ms-Freesync-LED-Gaming-Monitor/164705273024?epid=10042311941&hash=item26593304c0:g:oyAAAOSwdpRf3VO8
"VIOTEK GNV29CB 29"" Ultrawide Curved Gaming Monitor 120Hz 21:9 VA Panel FreeSync", Open Box,5.0 out of 5 stars.,$167.05,,https://www.ebay.com/itm/VIOTEK-GNV29CB-29-Ultrawide-Curved-Gaming-Monitor-120Hz-21-9-VA-Panel-FreeSync/184665139093?epid=10039598375&hash=item2afee66795:g:GfkAAOSw8ndgHXnz
"Samsung LC49RG90SSNXZA-RB 49"" CRG9 Dual QHD Curved Monitor- Defective", Pre-Owned,5.0 out of 5 stars.,$540.99,"$1,999.99",https://www.ebay.com/itm/Samsung-LC49RG90SSNXZA-RB-49-CRG9-Dual-QHD-Curved-Monitor-Defective/133659973463?epid=25032703242&hash=item1f1ec15757:g:c74AAOSwmZBgIbHP
Open Box Viotek GN32DB 32'' Curved Gaming Monitor 1440p 144Hz Samsung VA Panel, Open Box,,$269.99,,https://www.ebay.com/itm/Open-Box-Viotek-GN32DB-32-Curved-Gaming-Monitor-1440p-144Hz-Samsung-VA-Panel/233035167893?hash=item3641fa7895:g:9IEAAOSwIsdcCODd
"Dell U3415WB 34"" curved monitor w stand and power cord 3440x1440 WQHD #D453", Open Box,5.0 out of 5 stars.,$435.00,,https://www.ebay.com/itm/Dell-U3415WB-34-curved-monitor-w-stand-and-power-cord-3440x1440-WQHD-D453/274659206005?epid=210496467&_trkparms=ispr%3D1&hash=item3ff2f6e375:g:sE8AAOSwtvFgDotN&amdata=enc%3AAQAFAAACcBaobrjLl8XobRIiIML1V4Imu%252Fn%252BzU5L90Z278x5ickkY3FSd4Ad8xn3oRtkVexxrB%252FeMA6QDmJKUL%252FhPqqBw88Q9uW00rzFzLB5n5%252BA3R%252F%252FaM30l8R0owLbP2EOAl%252FzTUYjxlSg8HFRN8sW0dW%252BaqJA4UC4dKCWlL1xLzYZ%252F%252BU%252BAj%252FXAKauEGF7Xt57UvKTy1aoisFoQGb27iWzzLJDGp6W7jonv99ww06K2Jz30IsddhYHyYM9Ckye6%252BHhnn2mewOx02T%252B6QhFXcBcRUtLl3671SEXDC9THpXNJRX%252FDan44d8yRiP2IKMYopuxDynoFkt9qUgmq0EGNroP4Sx%252FFgBbKXOjdhXHL4IUUtEtoBlCA%252FChaLCvLNmohTq%252B%252Ffr0POGZ0w83QvpAP5QgivYDezFOnE%252F1r%252BAI%252FYvv%252B8lu6PLG2D6lNTuIFCZO4wMmZuPLwy5mejOQkHZc%252BcdKagtiozOgCcs0KWRfoKVrZiCVlAK5OZu%252FZb67vPgMSmjmRRXm2iTrWyl1D480tFTSXiG71s6OU5jUlfPp9u7wPK19XXbUYboO7b5JCnOfJRDN5Vasm3XjF20%252FXfYYXNedTtKT8zMEQG41ctBBt1hLN6YCCMpJB8NJGQIFZnHC0hxWGosoT4EyYK6%252FQl5iWpkmuKFq0hAmPS4miYRCUUXwkgv%252B9T6vN5ZY9NGhN5K%252FzlPo6TBdq5yNJQNC1G3XONb%252BxFO4WxQA6f7WuSb3vKvtFZqTJE18p4gswXjpEcpY5epsSeMWdJymMmtYOfnC0G7TUGjChs%252B83z7PNvKv%252FKG1j5iZtYNQNmSkRKNnU1YjUuN8IVJr9Q%253D%253D%7Ccksum%3A2746592060053d1abf4562f1424f9b979262f164c546%7Campid%3APL_CLK%7Cclp%3A2334524
"Deco Gear 35"" Curved Ultrawide LED Gaming Monitor 3440X1440 100Hz (LG-34-HP)",Extra $20 Off In Cart! Authorized Dealer! Ships Fast! Brand New,,$399.99,$649.99,https://www.ebay.com/itm/Deco-Gear-35-Curved-Ultrawide-LED-Gaming-Monitor-3440X1440-100Hz-LG-34-HP/323925698717?epid=15038348724&_trkparms=ispr%3D1&hash=item4b6b79e89d:g:khIAAOSw-25diPnU&amdata=enc%3AAQAFAAACcBaobrjLl8XobRIiIML1V4Imu%252Fn%252BzU5L90Z278x5ickk5v8gVt3hEWLVg%252F253w6XCVxZ%252B60GrtK9DVI6Q0gBMRXvYNkqBwGX5uQY1TYzsBdYQKjZp7%252B2SBrNdzd4IhlEtMOd6R%252F8E1p4jxGLsJajlBZHFiB6QD7du5VOPokGkJhkKXEJ98umY2t64HLObEA2FCDVAGulJbPalojUZKSxilSjk2KA6Z7CN1eLzes6QHu%252FKE3ZW25sH4KuK0VYhrxps%252FuxzzBsAFCa%252BeaZhPGRAyVZwPQzvn%252FpVvIr%252FYxzfNtc9ENpG3vbK5ncf9I50yrpu4rfkwZmMN%252BdppRfknaZq2DeKPvnUIpPxbJb99Kv88KaCteGyjxvGGmmYvV4mbQmUo6hdtBFduZ%252BF16kBfmkXJ9XrUHtqLiR7fr0tveQJ3mhTvcVAZKlu6zJpTLBfowdNXE1%252FBAId6tM0CzRwbz2eCvUYOGvQjDEvgKq35dY6TB6R7BY1GE2GvIN6gPaMO6nK3l2zCVI7gNu59covvVLoC%252Fxe%252BrMhzTamXax%252Fi1qayzg1lJy2G6J2%252B38o7o1ey2ZKsFk581vkNx0sUu968iPSreN5ZZU%252BDM9Uvsvow2wKqzAp%252BQ1ocMxQ38ZS2RvgVSZ8H1SimovzX383TTV536CtJcJkw6qeR%252F97zH9LXYxZEUYB%252BwzKBPykf6F3UJxehXnk67LKKbitljjgLomt%252BiQ0fopMNiXujLSv2IqslJ0GXIcmJ03IavpRvMLPSbsiXZjBojjVhD80BCQvnE2gPho8IXEq4nx8HpuVCEFDgXvOttoXKHdmIqMwMu6H%252FddF%252BYQ%252BA%253D%253D%7Ccksum%3A3239256987173d1abf4562f1424f9b979262f164c546%7Campid%3APL_CLK%7Cclp%3A2334524
Spectre Curved , Pre-Owned,,$160.00,,https://www.ebay.com/itm/Spectre-Curved/373463078119?hash=item56f42254e7:g:qIsAAOSw-F5gKhDG
"ViewSonic VX2768-2KPC-MHD 27"" QHD Curved Freesync VA Gaming Monitor - 16:9, 1 ms", Brand New,,$299.99,,https://www.ebay.com/itm/ViewSonic-VX2768-2KPC-MHD-27-QHD-Curved-Freesync-VA-Gaming-Monitor-16-9-1-ms/224360296092?epid=14041991291&hash=item343cea6e9c:g:TncAAOSw~atgEt-8
"LG 34UC88-B 34"" 21:9 UltraWide QHD 3440x1440 LED IPS Curved Monitor", Refurbished,5.0 out of 5 stars.,$450.00,,https://www.ebay.com/itm/LG-34UC88-B-34-21-9-UltraWide-QHD-3440x1440-LED-IPS-Curved-Monitor/233883133365?epid=7032170219&hash=item36748565b5:g:cVQAAOSwp2pf9hpc
"MSI Optix MAG301CR 30"" WFHD Curved Gaming Monitor, 200Hz, 1ms, HDR Ready ", Brand New,,$239.99,,https://www.ebay.com/itm/MSI-Optix-MAG301CR-30-WFHD-Curved-Gaming-Monitor-200Hz-1ms-HDR-Ready/224353804268?epid=7038880424&hash=item343c875fec:g:gxYAAOSwv7Zf8gRF
"Sceptre 27"" Curved Gaming Monitor - Black (C275B-144R)", Open Box,,$129.99,,https://www.ebay.com/itm/Sceptre-27-Curved-Gaming-Monitor-Black-C275B-144R/402689667934?epid=6019480998&hash=item5dc22cb35e:g:FmcAAOSw655gJt4l
"HP - 34"" LED Curved WQHD FreeSync Monitor - Silver & Black", Brand New,,$499.99,,https://www.ebay.com/itm/HP-34-LED-Curved-WQHD-FreeSync-Monitor-Silver-Black/203265789438?epid=9033948497&hash=item2f5395cdfe:g:VscAAOSwRVpgGDZX
"Sceptre 24"" Curved 75Hz Gaming LED Monitor Full HD 1080P HDMI VGA Speakers Black", Pre-Owned,3.0 out of 5 stars.,$119.99,,https://www.ebay.com/itm/Sceptre-24-Curved-75Hz-Gaming-LED-Monitor-Full-HD-1080P-HDMI-VGA-Speakers-Black/184665073596?epid=13031749181&hash=item2afee567bc:g:Q~oAAOSwC7VgCZTS
"Acer XZ242Q Nitro XZ2 Series Curved LED Gaming Monitor 23.6"" Full HD 1920 x 1080", Open Box,5.0 out of 5 stars.,$107.50,,https://www.ebay.com/itm/Acer-XZ242Q-Nitro-XZ2-Series-Curved-LED-Gaming-Monitor-23-6-Full-HD-1920-x-1080/333891225825?epid=15039568463&hash=item4dbd77c8e1:g:ZBAAAOSwT~dgKvDm
"Samsung CF392 24"" FHD LED Curved Monitor 1080p", Open Box,5.0 out of 5 stars.,$27.00,,https://www.ebay.com/itm/Samsung-CF392-24-FHD-LED-Curved-Monitor-1080p/383964523542?epid=24032319110&hash=item596611ac16:g:gVQAAOSwc4xgLyF8
"Samsung 32"" Curved Monitor CF397 Model C32F397FWN Full HD White as-is no reserve", Pre-Owned,5.0 out of 5 stars.,$12.50,,https://www.ebay.com/itm/Samsung-32-Curved-Monitor-CF397-Model-C32F397FWN-Full-HD-White-as-is-no-reserve/224354963051?epid=25013653580&hash=item343c990e6b:g:tA0AAOSwQdhgKyzg
"LG 34UC79G-B 34"" WFHD IPS Curved Ultrawide Gaming Monitor - Black", Pre-Owned,4.0 out of 5 stars.,$300.00,,https://www.ebay.com/itm/LG-34UC79G-B-34-WFHD-IPS-Curved-Ultrawide-Gaming-Monitor-Black/333890968360?epid=9030640270&hash=item4dbd73db28:g:RJEAAOSwK1tgKqhF
"MSI Optix G24C FreeSync 23.6"" Full HD LED Curved Gaming Monitor - SKU#1374742", Pre-Owned,4.5 out of 5 stars.,$159.00,,https://www.ebay.com/itm/MSI-Optix-G24C-FreeSync-23-6-Full-HD-LED-Curved-Gaming-Monitor-SKU-1374742/233903107320?epid=26021689746&hash=item3675b62cf8:g:wEMAAOSwmFFgMNny
27 inch Samsung curved gaming monitor, Pre-Owned,,$190.00,,https://www.ebay.com/itm/27-inch-Samsung-curved-gaming-monitor/224358699438?hash=item343cd211ae:g:svAAAOSw9vdgMJ3B
"Samsung CFG73 27"" 144Hz 1ms QLED Curved FHD Gaming Monitor", Pre-Owned,4.5 out of 5 stars.,$175.00,,https://www.ebay.com/itm/Samsung-CFG73-27-144Hz-1ms-QLED-Curved-FHD-Gaming-Monitor/114697150452?epid=241138776&hash=item1ab47b9ff4:g:cqcAAOSw0BJgMqDw
Sceptre C355W3440UN 35 inch LED Curved Monitor, Brand New,,$250.00,,https://www.ebay.com/itm/Sceptre-C355W3440UN-35-inch-LED-Curved-Monitor/124576682960?epid=21036085619&hash=item1d015953d0:g:gJMAAOSwWf1gLCwG
"Acer ED273 wmidx 27"" Full HD Curved Monitor with Freesync - UM.HE3AA.004",Authorized Acer Dealer with USA Warranty! Ships Fast! Brand New,5.0 out of 5 stars.,$178.00,,https://www.ebay.com/itm/Acer-ED273-wmidx-27-Full-HD-Curved-Monitor-with-Freesync-UM-HE3AA-004/313269577111?epid=9023264080&hash=item48f0526597:g:YZ0AAOSw-u9fkhF~
"Gigabyte G32QC 32"" 16:9 Curved 165 Hz Adaptive-Sync Gaming Monitor", Open Box,5.0 out of 5 stars.,$135.50,,https://www.ebay.com/itm/Gigabyte-G32QC-32-16-9-Curved-165-Hz-Adaptive-Sync-Gaming-Monitor/402700780285?epid=4039017024&hash=item5dc2d642fd:g:ZRQAAOSwVAxgMCJv
Asus 35” gaming monitor curved, Pre-Owned,,$232.50$600.00,,https://www.ebay.com/itm/Asus-35-gaming-monitor-curved/133671207968?hash=item1f1f6cc420:g:92QAAOSwpZtgKHNa
Sceptre C275W-1920RN 27inch 75hz HDMI VGA Build-in Speaker Curved Monitor, Pre-Owned,4.0 out of 5 stars.,$130.00,,https://www.ebay.com/itm/Sceptre-C275W-1920RN-27inch-75hz-HDMI-VGA-Build-in-Speaker-Curved-Monitor/174646312496?epid=27032781477&hash=item28a9bb3e30:g:G-8AAOSw4pteTjEE
"AOC - G2 Series C27G2 27"" LED Curved FHD FreeSync Premium Monitor (DisplayPor...", Brand New,4.5 out of 5 stars.,$279.99,,https://www.ebay.com/itm/AOC-G2-Series-C27G2-27-LED-Curved-FHD-FreeSync-Premium-Monitor-DisplayPor/203102839117?epid=24041810758&hash=item2f49df614d:g:~zgAAOSwpU5eoy3s
"Samsung - 390 Series 24"" Curved FHD Monitor LC24F390FHNXZA C24F390 New:Openbox", Open Box,4.5 out of 5 stars.,$118.70,$134.89,https://www.ebay.com/itm/Samsung-390-Series-24-Curved-FHD-Monitor-LC24F390FHNXZA-C24F390-New-Openbox/202966562434?epid=28026727205&hash=item2f41bff682:g:YrAAAOSwWkteRe2x
"Deco Gear 49"" Curved Ultrawide LED 3840x1080 144Hz FreeSync 4ms Gaming Monitor",Extra $40 Off In Cart! 1 Year Warranty! Ships Fast! Brand New,,$799.99,$899.95,https://www.ebay.com/itm/Deco-Gear-49-Curved-Ultrawide-LED-3840x1080-144Hz-FreeSync-4ms-Gaming-Monitor/333338308445?_trkparms=ispr%3D1&hash=item4d9c82ef5d:g:V4UAAOSwkYpdiPnV&amdata=enc%3AAQAFAAACcBaobrjLl8XobRIiIML1V4Imu%252Fn%252BzU5L90Z278x5ickkCrLl8erj3ATP5raQxjc%252F%252B5xp6rJfLSJ1x3MtMGF9kyrF1NEpgcYAS%252BhAYpCjScYhnadUfYHu3Zt52lClo3VpTMSN2IEvhLw%252Bm6jgg2%252Fqvs0bkF72%252FLiqD0cy4BavI%252BetlmHb%252FL10yyRThz6s%252BHtwRc1Sbk09S5UdYbQrfjUZXzvnp0z6n7e5daZ8NzGdSqazuripwHnW3evwRrw%252F9s%252FYfta%252Bbsse1CCoPICk0l9J6Oed7T45%252Fn3pv5%252FMpaZEAfkEWJr9D6YxFhnP3oZfAdEnzIXhsDgruKqNFY3Y%252F%252FIatHDmS6VlFmBZ%252Baaa98ReVUlE6qsUTVPNAk40%252FxXyJ8SBXiHpHV8i%252FensUnM2hPX1ElXTkYzq%252BNq0B7t15pzpSIqKKPcPG%252FgS9UedTAfvJXluKXGjiu%252Bn3lNQT%252F%252Fr1fxZDEK6sEbF2pX8amVIKPb03NxWw4VWW4CrOcRw%252BXHgG7XLtUPXj%252FDSsuRp2eBmvW5tOaCX9ogPOC64g4KdycyXTCjhbPWmrf2PRLgfZMKc%252B%252BrGbsoyaBYarhDgLwAOFPPa3kj4b45PmYex4DfXbAj5Me4fLoAdMrcxvztv%252FId0%252FM%252BYjCUOezAuHyKj72UMLk20SGrBwy5ik6VtlJN2%252BTYA5St3nTL07FHySGEcAPFEoQiLy9OYh1bB8%252B5wKCCYTdFEftihJTwwDR8TYnhikS755yAgr2RNQQbtRV5LpWtf2zGIF8ddVb2Rv2vGYoaJcWHajA4QxrMVe6pKbppOMoMSgyqgpVx66LArZRjVa2yRMk9H8g%253D%253D%7Ccksum%3A3333383084453d1abf4562f1424f9b979262f164c546%7Campid%3APL_CLK%7Cclp%3A2334524
"NEW Samsung 27"" FHD Freesync Curved LED Super Slim 1800R Immersive Black 1080p", Brand New,4.5 out of 5 stars.,$209.99,,https://www.ebay.com/itm/NEW-Samsung-27-FHD-Freesync-Curved-LED-Super-Slim-1800R-Immersive-Black-1080p/265036654618?epid=224719905&_trkparms=ispr%3D1&hash=item3db56a681a:g:aZMAAOSwOyxfKDuh&amdata=enc%3AAQAFAAACcBaobrjLl8XobRIiIML1V4Imu%252Fn%252BzU5L90Z278x5ickkXKoKcbeZcOrOku%252BoOBl%252BSw%252B039uRiUsbhlhIg%252B9mKMhT1GCZpBMoNbgMUWwvWM16UMDByskGG3XdL839STgwxvXHyN8xWsfaUdVMLfc1%252BGg91YZagngeewWbqVzP65VBafXF7FqOeetj3ADKCszGwws1vO2%252B8UhChS3Sr%252FM5mqrpKwmd4Rtcr4vzSIOrjLrJnXjQJgz3qS2VqQapoFKUq5Rdp0dO5Yenm%252B0OP7dz15Z54ePJ34WRYoQJZ4DxLpSk46QrELRCOXtUB8TMdrrKgg1w8v1VC3LSxPqDL8rwa%252FV8iZTkfiki7PQU9iZSd9534JdP2VrcoQK98ucy6vuRWXNxETvCi5Ar5Ws%252FPnDCsn1q8wi%252FJ%252Fbgnm4REcOtmJiNBQ0rmNv8fb8fC0R8FITqIsmiw9v7Da%252BM8AeqAnLayyfRKgejXa67gSsAGz3hQndveVHeicqW%252BRnImGZuPfpeouLhGpGlgU3QOGCGoD4WZ7vSBuVT7wmiWV0HShGmmq7PF7zAGL3Z5UK1xwF%252BmLP2YN924%252BOR%252FcZF5Sjm93K5efzmwEJDfOfwdi5F%252FNhQLOdlwxgJMIxM12EWnj2lTbcfZo4lFzU9%252FVAWMGpEMO1ISZB%252B0%252FkPR29qrleZ4nGTIU21Y0i6d31btQBpNY%252FZQiHf3lHbOf2QHhAax%252BocPkRXG446O18CTRoBNW%252Fpj6GD5SJbY92e1MqwD0pPRDtQ5xtaNNMoC4AI5be5HsVd1GNdj4eUpo3%252FlxTDH92Fh5WNudjDq3n7woeoFGKjB3GRSZ67cQ%253D%253D%7Ccksum%3A2650366546183d1abf4562f1424f9b979262f164c546%7Campid%3APL_CLK%7Cclp%3A2334524
"Samsung - 390 Series 24"" Curved FHD Monitor LC24F390FHNXZA C24F390 New:Openbox", Open Box,4.5 out of 5 stars.,$118.70,$134.89,https://www.ebay.com/itm/Samsung-390-Series-24-Curved-FHD-Monitor-LC24F390FHNXZA-C24F390-New-Openbox/202966562434?epid=28026727205&hash=item2f41bff682:g:YrAAAOSwWkteRe2x
"MSI Optix G27C5 27"" VA LCD Curved Gaming Monitor", Open Box,,$150.00$210.00,,https://www.ebay.com/itm/MSI-Optix-G27C5-27-VA-LCD-Curved-Gaming-Monitor/393139055566?epid=28040295110&hash=item5b88e9ebce:g:m6QAAOSw-XBgLoHB
"ViewSonic VX3268-PC-MHD 31.5"" Full HD @ 165 Hz Curved FreeSync VA Gaming Monitor", Brand New,,$259.99,,https://www.ebay.com/itm/ViewSonic-VX3268-PC-MHD-31-5-Full-HD-165-Hz-Curved-FreeSync-VA-Gaming-Monitor/224360312429?epid=17040290647&hash=item343ceaae6d:g:AYYAAOSwvZNgEH5-
Dell U3818DW UltraSharp 38 Curved Monitor, Pre-Owned,5.0 out of 5 stars.,$501.00,,https://www.ebay.com/itm/Dell-U3818DW-UltraSharp-38-Curved-Monitor/254873622755?epid=10030521977&hash=item3b57a6d8e3:g:XT0AAOSwGXNgMDFK
"ASUS ROG Strix XG27VQ 27"" Curved 144mhz Gaming Monitor 1080p", Pre-Owned,,$155.00,,https://www.ebay.com/itm/ASUS-ROG-Strix-XG27VQ-27-Curved-144mhz-Gaming-Monitor-1080p/294024271208?hash=item4475365568:g:TSEAAOSwkztgLy3e
Dell U3415W 34 inch Ultra Sharp 21:9 Curved LED IPS Monitor *READ* PC1052967, Pre-Owned,5.0 out of 5 stars.,$314.10,$349.00,https://www.ebay.com/itm/Dell-U3415W-34-inch-Ultra-Sharp-21-9-Curved-LED-IPS-Monitor-READ-PC1052967/143954041315?epid=1237611713&hash=item21845459e3:g:J0EAAOSwy8BgMDLI
Sceptre C275W-1920RN 27inch 75hz HDMI VGA Build-in Speaker Curved Monitor, Brand New,4.0 out of 5 stars.,$192.14,,https://www.ebay.com/itm/Sceptre-C275W-1920RN-27inch-75hz-HDMI-VGA-Build-in-Speaker-Curved-Monitor/143933063060?epid=27032781477&hash=item2183143f94:g:4O8AAOSw46ZgFKFm
"Acer ED242QR 23.6"" 16:9 Curved LCD Monitor 1080p", Open Box,5.0 out of 5 stars.,$19.99,,https://www.ebay.com/itm/Acer-ED242QR-23-6-16-9-Curved-LCD-Monitor-1080p/363297607672?epid=8031090135&hash=item5496398ff8:g:mf0AAOSwpAhgLry9
"ViewSonic VX3216-SCMH-W 32"" Curved Full HD LCD Monitor - 16:9, 5 ms", Brand New,,$269.99,,https://www.ebay.com/itm/ViewSonic-VX3216-SCMH-W-32-Curved-Full-HD-LCD-Monitor-16-9-5-ms/324494028866?hash=item4b8d59f042:g:MYgAAOSwbLlgEbNq
"GIGABYTE - 32"" LED Curved QHD FreeSync Monitor with HDR (HDMI, DisplayPort, U...", Brand New,5.0 out of 5 stars.,,$369.99,https://www.ebay.com/itm/GIGABYTE-32-LED-Curved-QHD-FreeSync-Monitor-with-HDR-HDMI-DisplayPort-U/324449511399?epid=4039017024&hash=item4b8ab2a7e7:g:9SsAAOSwn91f~IuL
"`Samsung LC27F396FHNXZA-RB 27"" Essential Curved Monitor - Defective.", Pre-Owned,,$89.00,$199.99,https://www.ebay.com/itm/Samsung-LC27F396FHNXZA-RB-27-Essential-Curved-Monitor-Defective/133644278654?hash=item1f1dd1db7e:g:gswAAOSww2NgCeX-
"Samsung C32F391FWN 32"" LED Curved Monitor Ultra Slim Design - White High Glossy", Pre-Owned,4.5 out of 5 stars.,$127.50,,https://www.ebay.com/itm/Samsung-C32F391FWN-32-LED-Curved-Monitor-Ultra-Slim-Design-White-High-Glossy/333891419089?epid=22032165481&hash=item4dbd7abbd1:g:Li0AAOSwrg5gKzBa
"Samsung C24F390 390 Series 24"" LED Curved FHD FreeSync Monitor black", Pre-Owned,4.5 out of 5 stars.,$20.50,,https://www.ebay.com/itm/Samsung-C24F390-390-Series-24-LED-Curved-FHD-FreeSync-Monitor-black/402701231357?epid=28026727205&hash=item5dc2dd24fd:g:Z~8AAOSwUEdfkLss
"SAMSUNG LC49HG90DMNXZA CURVED GAMING MONITOR 49"" 3840 x 1080", Pre-Owned,4.5 out of 5 stars.,$659.99,,https://www.ebay.com/itm/SAMSUNG-LC49HG90DMNXZA-CURVED-GAMING-MONITOR-49-3840-x-1080/284185207295?epid=238258751&hash=item422ac221ff:g:x7sAAOSwFsxgKmmo
"Dell 32"" LED QHD FreeSync Curved Monitor HDR 2560 x 1440 4ms 165Hz (S3220DGF)", Open Box,5.0 out of 5 stars.,$319.00,,https://www.ebay.com/itm/Dell-32-LED-QHD-FreeSync-Curved-Monitor-HDR-2560-x-1440-4ms-165Hz-S3220DGF/154337824750?epid=26035358091&hash=item23ef404fee:g:Gu8AAOSw3KtgMB7N
"[REFURBISHED] MSI Optix MAG271C 27"" FHD Curved Gaming Monitor, 144Hz/1ms", Refurbished,5.0 out of 5 stars.,$204.99,$329.99,https://www.ebay.com/itm/REFURBISHED-MSI-Optix-MAG271C-27-FHD-Curved-Gaming-Monitor-144Hz-1ms/324492013476?epid=3031758605&hash=item4b8d3b2fa4:g:Li4AAOSwB6JgMAKc
"Samsung LC32F39MFUNXZA 32"" FHD Curved Multimedia Monitor with built-in Speakers", Open Box,4.5 out of 5 stars.,$200.00,,https://www.ebay.com/itm/Samsung-LC32F39MFUNXZA-32-FHD-Curved-Multimedia-Monitor-with-built-in-Speakers/353394556184?epid=3035093701&hash=item5247f4fd18:g:mbIAAOSwRHxgMZ~G
Brand New ROG PG348Q CURVED MONITOR ( Read Description Please), Open Box,,$400.00$600.00,,https://www.ebay.com/itm/Brand-New-ROG-PG348Q-CURVED-MONITOR-Read-Description-Please/284184803799?hash=item422abbf9d7:g:4OkAAOSwdRJgKerL
